,Ссылка,Метро,Время до метро,Общая площадь,Жилая площадь,Этаж,Этажность дома,Срок сдачи,Ванная,Ремонт,Цена
1698,https://www.cian.ru/rent/flat/275791687/,Первомайская,5.0,36.8,,3.0,12.0,1967.0,1 совмещенный,Косметический,35000.0
1699,https://www.cian.ru/rent/flat/275836043/,Петровский Парк,14.0,38.3,20.0,8.0,22.0,2001.0,1 раздельный,Косметический,40000.0
1700,https://www.cian.ru/rent/flat/275802461/,Алексеевская,15.0,39.0,19.0,9.0,14.0,1969.0,1 раздельный,Косметический,44000.0
1701,https://www.cian.ru/rent/flat/275501600/,Измайловская,25.0,35.0,20.0,2.0,5.0,1960.0,1 совмещенный,Косметический,28000.0
1702,https://www.cian.ru/rent/flat/245426008/,Коммунарка,6.0,46.0,18.4,12.0,17.0,2014.0,,Косметический,40000.0
1703,https://www.cian.ru/rent/flat/274456699/,ВДНХ,10.0,38.0,20.0,17.0,22.0,1989.0,1 раздельный,Косметический,52000.0
1704,https://www.cian.ru/rent/flat/274918399/,Бульвар Рокоссовского,3.0,39.6,19.2,15.0,22.0,,1 совмещенный,Дизайнерский,52000.0
1705,https://www.cian.ru/rent/flat/274360914/,Сухаревская,11.0,42.8,,13.0,19.0,2018.0,1 совмещенный,Дизайнерский,120000.0
1706,https://www.cian.ru/rent/flat/275843080/,Речной вокзал,40.0,40.0,20.0,8.0,17.0,1992.0,,,23000.0
1707,https://www.cian.ru/rent/flat/273103979/,Силикатная,4.0,33.0,14.0,8.0,13.0,,1 совмещенный,Евроремонт,26000.0
1708,https://www.cian.ru/rent/flat/275782390/,Юго-Западная,13.0,37.5,19.0,2.0,9.0,1998.0,1 совмещенный,Евроремонт,45000.0
1709,https://www.cian.ru/rent/flat/226843782/,,,42.0,20.0,2.0,4.0,2014.0,1 совмещенный,Косметический,27000.0
1710,https://www.cian.ru/rent/flat/275674462/,Новые Черемушки,15.0,40.0,19.0,3.0,22.0,1982.0,1 раздельный,Косметический,40000.0
1711,https://www.cian.ru/rent/flat/275854205/,Рассказовка,13.0,35.3,15.6,14.0,15.0,2022.0,1 совмещенный,Евроремонт,27000.0
1712,https://www.cian.ru/rent/flat/274662896/,Коломенская,7.0,39.0,17.0,5.0,21.0,2008.0,,Евроремонт,75000.0
1713,https://www.cian.ru/rent/flat/275719503/,Филатов Луг,4.0,25.0,11.0,11.0,15.0,2021.0,1 совмещенный,Евроремонт,41900.0
1714,https://www.cian.ru/rent/flat/275839594/,Бауманская,9.0,33.0,10.0,5.0,9.0,1974.0,1 совмещенный,Косметический,45000.0
1715,https://www.cian.ru/rent/flat/275842211/,,,40.0,1.0,5.0,14.0,1976.0,1 раздельный,Евроремонт,40000.0
1716,https://www.cian.ru/rent/flat/275594099/,Славянский бульвар,6.0,40.0,,13.0,24.0,2005.0,1 совмещенный,Дизайнерский,60000.0
1717,https://www.cian.ru/rent/flat/274202987/,Улица Скобелевская,3.0,38.2,20.0,3.0,22.0,1995.0,1 раздельный,Евроремонт,39000.0
1718,https://www.cian.ru/rent/flat/275805044/,Бибирево,16.0,36.0,20.0,14.0,16.0,1980.0,,Косметический,30000.0
1719,https://www.cian.ru/rent/flat/275777916/,Шаболовская,6.0,22.0,12.0,1.0,6.0,1928.0,1 совмещенный,Евроремонт,40000.0
1720,https://www.cian.ru/rent/flat/260077507/,Лухмановская,7.0,36.0,19.0,5.0,5.0,1973.0,1 совмещенный,Косметический,27000.0
1721,https://www.cian.ru/rent/flat/275735058/,Шелепиха,13.0,36.0,,10.0,37.0,2018.0,1 совмещенный,,70000.0
1722,https://www.cian.ru/rent/flat/275503098/,Ясенево,14.0,31.0,19.0,6.0,9.0,1978.0,1 раздельный,Косметический,35000.0
1723,https://www.cian.ru/rent/flat/273322662/,Царицыно,20.0,34.0,15.0,8.0,17.0,2003.0,1 раздельный,Косметический,30000.0
1724,https://www.cian.ru/rent/flat/275839236/,Дегунино,14.0,39.0,,12.0,12.0,1974.0,2 раздельных,Косметический,44000.0
1725,https://www.cian.ru/rent/flat/275870409/,Филатов Луг,4.0,40.0,20.0,11.0,17.0,2015.0,1 совмещенный,Косметический,30000.0
1726,https://www.cian.ru/rent/flat/209058118/,Октябрьское поле,3.0,51.0,20.0,8.0,20.0,2005.0,1 совмещенный,Евроремонт,80000.0
1727,https://www.cian.ru/rent/flat/275879967/,Парк Культуры,5.0,41.0,21.0,8.0,10.0,1969.0,1 раздельный,Косметический,65000.0
1728,https://www.cian.ru/rent/flat/275617695/,Строгино,2.0,40.0,18.0,8.0,12.0,1980.0,1 совмещенный,Евроремонт,50000.0
1729,https://www.cian.ru/rent/flat/201098403/,Дмитровская,9.0,36.0,18.0,4.0,5.0,1961.0,1 совмещенный,Дизайнерский,45000.0
1730,https://www.cian.ru/rent/flat/275375069/,Покровское,8.0,35.0,20.0,9.0,12.0,1971.0,1 совмещенный,Косметический,30000.0
1731,https://www.cian.ru/rent/flat/267895580/,Преображенская площадь,9.0,38.5,,5.0,5.0,1965.0,,Косметический,36000.0
1732,https://www.cian.ru/rent/flat/274518607/,Медведково,14.0,33.0,18.7,6.0,9.0,1966.0,1 раздельный,Косметический,28000.0
1733,https://www.cian.ru/rent/flat/275782179/,Автозаводская,15.0,33.0,18.0,9.0,9.0,,1 совмещенный,Евроремонт,58000.0
1734,https://www.cian.ru/rent/flat/271448158/,Селигерская,4.0,19.0,15.0,4.0,7.0,2020.0,,Дизайнерский,38999.0
1735,https://www.cian.ru/rent/flat/275810239/,Долгопрудная,12.0,42.0,22.0,9.0,14.0,2018.0,,Косметический,40000.0
1736,https://www.cian.ru/rent/flat/240906783/,Водный стадион,10.0,33.0,19.0,9.0,9.0,1968.0,1 совмещенный,Косметический,28000.0
1737,https://www.cian.ru/rent/flat/270010749/,Молодежная,3.0,40.0,18.0,16.0,16.0,2005.0,1 раздельный,Косметический,39000.0
1738,https://www.cian.ru/rent/flat/270329453/,Белорусская,13.0,43.0,,2.0,9.0,2014.0,1 совмещенный,Дизайнерский,110000.0
1739,https://www.cian.ru/rent/flat/275637245/,Рязанский проспект,6.0,32.0,18.0,1.0,5.0,1966.0,1 совмещенный,Косметический,27000.0
1740,https://www.cian.ru/rent/flat/253423200/,Курская,9.0,35.0,20.0,4.0,14.0,1972.0,1 совмещенный,Евроремонт,50000.0
1741,https://www.cian.ru/rent/flat/223234035/,Медведково,5.0,35.0,18.0,6.0,9.0,1971.0,1 совмещенный,Косметический,29000.0
1742,https://www.cian.ru/rent/flat/275827517/,Улица Горчакова,6.0,39.0,21.0,8.0,12.0,2003.0,1 раздельный,Евроремонт,35000.0
1743,https://www.cian.ru/rent/flat/275685669/,Перово,15.0,35.0,18.0,6.0,8.0,1960.0,1 совмещенный,Косметический,30000.0
1744,https://www.cian.ru/rent/flat/275851347/,Филатов Луг,17.0,45.0,22.0,1.0,19.0,2010.0,1 совмещенный,Косметический,30000.0
1745,https://www.cian.ru/rent/flat/219759847/,Проспект Вернадского,3.0,41.0,20.0,10.0,22.0,1986.0,1 раздельный,Евроремонт,48000.0
1746,https://www.cian.ru/rent/flat/275773873/,Савеловская,17.0,19.9,11.0,11.0,15.0,2021.0,1 совмещенный,Евроремонт,50000.0
1747,https://www.cian.ru/rent/flat/275620639/,Международная,4.0,51.5,25.0,33.0,65.0,,1 совмещенный,Дизайнерский,250000.0
1748,https://www.cian.ru/rent/flat/275883869/,Проспект Вернадского,9.0,38.0,20.0,14.0,24.0,1987.0,1 совмещенный,Евроремонт,30000.0
1749,https://www.cian.ru/rent/flat/225338462/,Юго-Западная,11.0,35.0,22.0,12.0,12.0,1971.0,1 совмещенный,Дизайнерский,50000.0
1750,https://www.cian.ru/rent/flat/275756215/,Дегунино,2.0,32.0,19.1,7.0,9.0,1971.0,1 совмещенный,Косметический,30000.0
1751,https://www.cian.ru/rent/flat/192520486/,Волоколамская,10.0,36.4,15.0,1.0,17.0,1991.0,1 раздельный,Евроремонт,35000.0
1752,https://www.cian.ru/rent/flat/275847267/,Аннино,10.0,42.0,20.0,2.0,14.0,2008.0,1 раздельный,Косметический,30000.0
1753,https://www.cian.ru/rent/flat/275203619/,Международная,4.0,50.3,,30.0,65.0,2020.0,,Дизайнерский,250000.0
1754,https://www.cian.ru/rent/flat/275019306/,Савеловская,8.0,32.6,18.0,5.0,12.0,1977.0,1 раздельный,Косметический,33990.0
1755,https://www.cian.ru/rent/flat/249880193/,Тушинская,7.0,39.0,18.0,6.0,19.0,2017.0,1 совмещенный,Евроремонт,55000.0
1756,https://www.cian.ru/rent/flat/273119402/,Бунинская аллея,5.0,40.0,21.0,10.0,14.0,2003.0,1 совмещенный,Евроремонт,38000.0
1757,https://www.cian.ru/rent/flat/275878049/, Электрозаводская,,40.0,20.0,13.0,14.0,2003.0,1 совмещенный,Евроремонт,48000.0
1758,https://www.cian.ru/rent/flat/270327802/,Фили,6.0,31.0,15.0,4.0,41.0,2021.0,1 совмещенный,,75000.0
1759,https://www.cian.ru/rent/flat/275270330/,Беговая,9.0,38.0,20.0,1.0,14.0,1969.0,1 раздельный,Косметический,37000.0
1760,https://www.cian.ru/rent/flat/227644889/,Шипиловская,10.0,38.5,,7.0,16.0,1977.0,1 совмещенный,Косметический,35000.0
1761,https://www.cian.ru/rent/flat/157782553/,Кунцевская,10.0,40.0,18.0,4.0,12.0,,1 раздельный,Евроремонт,40000.0
1762,https://www.cian.ru/rent/flat/275571616/,Алексеевская,5.0,36.0,21.0,5.0,16.0,1955.0,1 совмещенный,Евроремонт,60000.0
1763,https://www.cian.ru/rent/flat/273006468/,Савеловская,4.0,36.0,19.8,6.0,12.0,1971.0,,,60000.0
1764,https://www.cian.ru/rent/flat/275768332/,Новаторская,8.0,36.6,19.0,5.0,16.0,1984.0,1 совмещенный,Дизайнерский,46000.0
1765,https://www.cian.ru/rent/flat/170238732/,Полежаевская,10.0,31.0,19.0,2.0,5.0,1960.0,1 совмещенный,Косметический,27000.0
1766,https://www.cian.ru/rent/flat/275474494/,Давыдково,3.0,37.0,20.0,19.0,28.0,,1 совмещенный,Евроремонт,46999.0
1767,https://www.cian.ru/rent/flat/275829692/,Коптево,19.0,30.4,18.0,4.0,9.0,1965.0,1 совмещенный,Евроремонт,45000.0
1768,https://www.cian.ru/rent/flat/275894356/,Фрунзенская,7.0,70.0,,5.0,6.0,2008.0,1 совмещенный,,280000.0
1769,https://www.cian.ru/rent/flat/275810358/,,,39.0,18.0,7.0,14.0,1993.0,1 совмещенный,Косметический,24000.0
1770,https://www.cian.ru/rent/flat/238232673/,Бунинская аллея,29.0,35.0,,5.0,18.0,2017.0,1 совмещенный,Косметический,27000.0
1771,https://www.cian.ru/rent/flat/273726378/,Селигерская,13.0,37.0,20.0,6.0,17.0,2006.0,1 совмещенный,Косметический,35000.0
1772,https://www.cian.ru/rent/flat/274930681/,Красногвардейская,2.0,35.0,20.0,5.0,9.0,,1 совмещенный,Евроремонт,35000.0
1773,https://www.cian.ru/rent/flat/240679079/,Севастопольская,16.0,36.0,17.0,3.0,9.0,1963.0,1 совмещенный,Косметический,35000.0
1774,https://www.cian.ru/rent/flat/243153547/,Тропарево,21.0,38.9,20.9,10.0,14.0,2002.0,,Дизайнерский,40000.0
1775,https://www.cian.ru/rent/flat/275847956/,Новые Черемушки,14.0,32.0,20.0,1.0,9.0,1965.0,1 совмещенный,Евроремонт,35000.0
1776,https://www.cian.ru/rent/flat/262241225/,Рабочий поселок,3.0,45.0,30.0,8.0,18.0,2013.0,1 совмещенный,Дизайнерский,55000.0
1777,https://www.cian.ru/rent/flat/275797369/,Селигерская,10.0,38.0,21.0,6.0,9.0,,1 совмещенный,Косметический,35000.0
1778,https://www.cian.ru/rent/flat/275743527/,Щелковская,6.0,43.0,30.2,5.0,5.0,1963.0,1 совмещенный,Косметический,35000.0
1779,https://www.cian.ru/rent/flat/269759312/,Бунинская аллея,3.0,36.0,17.0,5.0,17.0,,1 раздельный,,35000.0
1780,https://www.cian.ru/rent/flat/269682271/,Бабушкинская,,32.0,17.0,1.0,5.0,,1 совмещенный,Косметический,25000.0
1781,https://www.cian.ru/rent/flat/275764003/,Раменки,7.0,38.0,,2.0,17.0,1995.0,1 совмещенный,Косметический,50000.0
1782,https://www.cian.ru/rent/flat/275874352/,Международная,5.0,60.0,30.0,49.0,68.0,,,Дизайнерский,400000.0
1783,https://www.cian.ru/rent/flat/214195545/,Филатов Луг,5.0,42.0,20.0,7.0,17.0,2016.0,1 совмещенный,Косметический,33000.0
1784,https://www.cian.ru/rent/flat/219759300/,Кунцевская,3.0,40.0,17.5,8.0,16.0,1988.0,1 совмещенный,Дизайнерский,45000.0
1785,https://www.cian.ru/rent/flat/236231825/,Филатов Луг,7.0,40.0,20.0,3.0,17.0,2015.0,1 совмещенный,Евроремонт,32000.0
1786,https://www.cian.ru/rent/flat/264073085/,Шоссе Энтузиастов,11.0,40.0,20.0,16.0,24.0,2017.0,1 раздельный,Дизайнерский,50000.0
1787,https://www.cian.ru/rent/flat/197334793/,Семеновская,11.0,40.0,19.0,4.0,12.0,1976.0,1 совмещенный,Косметический,40000.0
1788,https://www.cian.ru/rent/flat/275671731/,Шелепиха,9.0,47.1,19.0,25.0,41.0,2020.0,1 совмещенный,Косметический,65000.0
1789,https://www.cian.ru/rent/flat/275842112/,Рассказовка,19.0,42.0,19.0,11.0,11.0,2018.0,,Евроремонт,45000.0
1790,https://www.cian.ru/rent/flat/275797813/,Ясенево,10.0,42.0,20.0,9.0,22.0,1988.0,1 раздельный,Евроремонт,38000.0
1791,https://www.cian.ru/rent/flat/268475674/,Полянка,4.0,34.0,,2.0,7.0,,1 раздельный,,110000.0
1792,https://www.cian.ru/rent/flat/223117314/,Ховрино,6.0,40.0,20.0,1.0,12.0,1969.0,1 раздельный,Косметический,35000.0
1793,https://www.cian.ru/rent/flat/274891279/,Давыдково,26.0,35.0,16.0,17.0,29.0,,1 совмещенный,Евроремонт,57000.0
1794,https://www.cian.ru/rent/flat/275528055/,Рязанский проспект,7.0,36.0,20.0,7.0,9.0,1973.0,1 совмещенный,Евроремонт,35000.0
1795,https://www.cian.ru/rent/flat/271620193/,Щербинка,37.0,34.0,20.0,10.0,16.0,2021.0,,Косметический,23999.0
1796,https://www.cian.ru/rent/flat/275527321/,Коммунарка,15.0,36.7,,1.0,25.0,2016.0,,Евроремонт,40000.0
1797,https://www.cian.ru/rent/flat/275524183/,Шелепиха,2.0,42.0,,27.0,51.0,2019.0,1 совмещенный,Дизайнерский,90000.0
1798,https://www.cian.ru/rent/flat/274613078/,Текстильщики,10.0,32.0,18.0,8.0,9.0,,1 совмещенный,Евроремонт,30000.0
1799,https://www.cian.ru/rent/flat/162990470/,Смоленская,10.0,46.0,40.0,5.0,13.0,2013.0,1 совмещенный,Дизайнерский,150000.0
1800,https://www.cian.ru/rent/flat/275503663/,Римская,11.0,39.1,14.3,5.0,13.0,2019.0,,Евроремонт,68400.0
1801,https://www.cian.ru/rent/flat/224449138/,Киевская,11.0,42.0,,4.0,5.0,1958.0,1 совмещенный,Косметический,60000.0
1802,https://www.cian.ru/rent/flat/261273580/,Говорово,4.0,38.0,19.0,15.0,17.0,2003.0,1 совмещенный,Евроремонт,35000.0
1803,https://www.cian.ru/rent/flat/240563312/,Сокольники,1.0,37.0,18.0,5.0,16.0,1991.0,1 совмещенный,Евроремонт,45000.0
1804,https://www.cian.ru/rent/flat/275454040/,Улица 1905 года,5.0,40.0,,11.0,12.0,2015.0,1 совмещенный,,90000.0
1805,https://www.cian.ru/rent/flat/275765149/,Теплый Стан,,38.0,20.0,7.0,17.0,2017.0,1 совмещенный,Косметический,30000.0
1806,https://www.cian.ru/rent/flat/275810425/,Некрасовка,6.0,40.0,18.0,17.0,22.0,2009.0,1 раздельный,Косметический,33000.0
1807,https://www.cian.ru/rent/flat/232273497/,Выхино,17.0,33.0,20.0,7.0,9.0,1971.0,1 совмещенный,Евроремонт,49000.0
1808,https://www.cian.ru/rent/flat/269526335/,,,30.0,17.0,9.0,9.0,1985.0,,Косметический,22000.0
1809,https://www.cian.ru/rent/flat/247634747/,Нижегородская,16.0,35.0,20.0,5.0,5.0,1962.0,1 совмещенный,Косметический,30000.0
1810,https://www.cian.ru/rent/flat/234380698/,Братиславская,17.0,38.0,16.0,14.0,17.0,1998.0,1 раздельный,Евроремонт,45000.0
1811,https://www.cian.ru/rent/flat/272839158/,ЦСКА,11.0,42.0,36.0,10.0,41.0,,1 совмещенный,Дизайнерский,100000.0
1812,https://www.cian.ru/rent/flat/275865279/,Балтийская,22.0,38.0,20.0,15.0,17.0,2011.0,,,35000.0
1813,https://www.cian.ru/rent/flat/275807407/,Юго-Западная,13.0,40.0,20.0,9.0,22.0,,1 раздельный,,50000.0
1814,https://www.cian.ru/rent/flat/274940939/,,,,,,,,,,
1815,https://www.cian.ru/rent/flat/264195733/,,,32.4,18.0,2.0,3.0,,,Евроремонт,24000.0
1816,https://www.cian.ru/rent/flat/152157763/,Печатники,10.0,51.0,20.0,22.0,25.0,2001.0,1 раздельный,Евроремонт,42900.0
1817,https://www.cian.ru/rent/flat/247695014/,Проспект Вернадского,3.0,66.0,40.0,3.0,20.0,2006.0,1 совмещенный,Евроремонт,65000.0
1818,https://www.cian.ru/rent/flat/263837176/,,,42.0,20.0,10.0,19.0,2016.0,1 раздельный,Косметический,30000.0
1819,https://www.cian.ru/rent/flat/275308044/,Марьино,4.0,40.0,21.0,6.0,12.0,1980.0,1 раздельный,Косметический,26000.0
1820,https://www.cian.ru/rent/flat/267960255/,Ясенево,10.0,33.0,,1.0,9.0,1978.0,,Косметический,31000.0
1821,https://www.cian.ru/rent/flat/275825547/,Бауманская,14.0,36.0,18.0,11.0,12.0,1971.0,1 совмещенный,Косметический,45000.0
1822,https://www.cian.ru/rent/flat/275460785/,Савеловская,13.0,38.0,20.0,4.0,5.0,1962.0,1 совмещенный,Дизайнерский,57500.0
1823,https://www.cian.ru/rent/flat/261880565/,Зябликово,11.0,40.0,,6.0,15.0,1999.0,1 совмещенный,Косметический,35000.0
1824,https://www.cian.ru/rent/flat/264260337/,Ломоносовский проспект,7.0,55.0,30.0,12.0,17.0,2005.0,1 совмещенный,Дизайнерский,90000.0
1825,https://www.cian.ru/rent/flat/275392751/,Чертановская,6.0,36.0,19.0,3.0,17.0,1989.0,1 совмещенный,Косметический,33000.0
1826,https://www.cian.ru/rent/flat/275849686/,Фили,8.0,40.0,20.0,21.0,22.0,2002.0,1 раздельный,,50000.0
1827,https://www.cian.ru/rent/flat/275840696/,Панфиловская,7.0,29.0,16.0,1.0,5.0,1966.0,1 раздельный,Косметический,39000.0
1828,https://www.cian.ru/rent/flat/271950699/,Беляево,9.0,39.0,20.0,4.0,15.0,1973.0,1 совмещенный,Дизайнерский,62000.0
1829,https://www.cian.ru/rent/flat/269189773/,Динамо,7.0,40.0,,3.0,18.0,2018.0,1 совмещенный,Дизайнерский,70000.0
1830,https://www.cian.ru/rent/flat/275399289/,Новогиреево,4.0,36.0,,12.0,12.0,1973.0,1 совмещенный,Евроремонт,31000.0
1831,https://www.cian.ru/rent/flat/235819981/,Водный стадион,7.0,35.0,18.0,2.0,5.0,1967.0,1 раздельный,Косметический,30000.0
1832,https://www.cian.ru/rent/flat/274697410/,Коньково,1.0,31.0,20.0,6.0,12.0,1972.0,1 совмещенный,Евроремонт,45000.0
1833,https://www.cian.ru/rent/flat/274921154/,Коломенская,6.0,39.0,16.0,2.0,17.0,1973.0,1 совмещенный,,45000.0
1834,https://www.cian.ru/rent/flat/260091498/,ВДНХ,18.0,34.0,20.0,5.0,9.0,1966.0,1 раздельный,Косметический,31000.0
1835,https://www.cian.ru/rent/flat/275603026/,Рязанский проспект,11.0,36.0,21.0,9.0,9.0,1967.0,1 совмещенный,Косметический,30000.0
1836,https://www.cian.ru/rent/flat/275857840/,,,39.0,21.0,4.0,10.0,2000.0,1 раздельный,Косметический,35000.0
1837,https://www.cian.ru/rent/flat/275540723/,Красногвардейская,15.0,40.0,20.0,10.0,14.0,1986.0,1 раздельный,Косметический,32000.0
1838,https://www.cian.ru/rent/flat/275602707/,Аэропорт,25.0,35.0,24.0,7.0,23.0,,1 совмещенный,Евроремонт,80000.0
1839,https://www.cian.ru/rent/flat/275374740/,Аминьевская,7.0,30.0,,7.0,34.0,2020.0,1 совмещенный,Дизайнерский,65000.0
1840,https://www.cian.ru/rent/flat/275225421/,Динамо,10.0,32.4,16.8,9.0,13.0,1978.0,1 совмещенный,Евроремонт,48000.0
1841,https://www.cian.ru/rent/flat/275856261/,Окружная,6.0,19.0,,4.0,5.0,2020.0,1 совмещенный,,38000.0
1842,https://www.cian.ru/rent/flat/178547935/,Автозаводская,7.0,55.0,26.0,8.0,16.0,2010.0,1 раздельный,Евроремонт,65000.0
1843,https://www.cian.ru/rent/flat/275667011/,Теплый Стан,20.0,44.0,20.0,17.0,17.0,2008.0,1 совмещенный,Евроремонт,30000.0
1844,https://www.cian.ru/rent/flat/275051886/,Марьина роща,2.0,43.0,,10.0,16.0,2021.0,1 совмещенный,Евроремонт,60000.0
1845,https://www.cian.ru/rent/flat/157206258/,Октябрьское поле,10.0,32.0,20.0,2.0,5.0,1960.0,1 раздельный,Евроремонт,47000.0
1846,https://www.cian.ru/rent/flat/162338735/,Коломенская,14.0,36.0,20.0,1.0,9.0,1969.0,,Евроремонт,38000.0
1847,https://www.cian.ru/rent/flat/275804089/,Алма-Атинская,12.0,18.0,11.0,1.0,17.0,1985.0,1 совмещенный,Косметический,30000.0
1848,https://www.cian.ru/rent/flat/275757859/,Сухаревская,8.0,25.0,17.0,9.0,14.0,1967.0,1 совмещенный,Косметический,35000.0
1849,https://www.cian.ru/rent/flat/257934080/,Домодедовская,10.0,40.0,20.0,3.0,24.0,2011.0,1 совмещенный,Косметический,30000.0
1850,https://www.cian.ru/rent/flat/273645728/,Водный стадион,6.0,44.0,10.0,11.0,28.0,2018.0,1 совмещенный,Дизайнерский,85000.0
1851,https://www.cian.ru/rent/flat/275881860/,ЗИЛ,14.0,55.0,,3.0,5.0,,1 совмещенный,Дизайнерский,71000.0
1852,https://www.cian.ru/rent/flat/275590455/,Щелковская,23.0,31.0,18.0,5.0,10.0,,1 совмещенный,Евроремонт,31000.0
1853,https://www.cian.ru/rent/flat/275872435/,Пражская,5.0,38.0,18.0,7.0,22.0,1989.0,1 совмещенный,Косметический,32000.0
1854,https://www.cian.ru/rent/flat/226763597/,Красносельская,9.0,24.0,20.0,9.0,12.0,,1 совмещенный,Дизайнерский,66000.0
1855,https://www.cian.ru/rent/flat/222053388/,ВДНХ,15.0,37.0,21.0,7.0,12.0,1975.0,,,30000.0
1856,https://www.cian.ru/rent/flat/275768273/,Ольховая,22.0,42.0,20.0,11.0,17.0,2015.0,1 совмещенный,Евроремонт,50000.0
1857,https://www.cian.ru/rent/flat/275410148/,Белорусская,6.0,115.0,60.0,5.0,10.0,2008.0,1 совмещенный,Евроремонт,400000.0
1858,https://www.cian.ru/rent/flat/275863204/,Южная,2.0,42.0,18.0,12.0,18.0,2001.0,1 совмещенный,Евроремонт,50000.0
1859,https://www.cian.ru/rent/flat/275174851/,Марьино,5.0,41.0,16.0,1.0,6.0,2020.0,1 совмещенный,Евроремонт,40000.0
1860,https://www.cian.ru/rent/flat/261686233/,Кунцевская,20.0,62.0,40.0,20.0,24.0,2009.0,1 раздельный,Евроремонт,75000.0
1861,https://www.cian.ru/rent/flat/275851602/,Волгоградский проспект,9.0,50.0,20.0,6.0,20.0,2016.0,1 совмещенный,Евроремонт,50000.0
1862,https://www.cian.ru/rent/flat/275848555/,Сходненская,19.0,32.0,17.0,5.0,5.0,1966.0,1 совмещенный,Косметический,32000.0
1863,https://www.cian.ru/rent/flat/174588087/,Планерная,10.0,53.0,24.0,1.0,5.0,2003.0,1 совмещенный,Евроремонт,40000.0
1864,https://www.cian.ru/rent/flat/158926966/,Борисово,15.0,39.0,19.0,8.0,17.0,,1 совмещенный,Косметический,33000.0
1865,https://www.cian.ru/rent/flat/162971643/,Отрадное,5.0,39.0,20.0,12.0,17.0,2014.0,1 совмещенный,Косметический,30000.0
1866,https://www.cian.ru/rent/flat/274766375/,Бульвар Адмирала Ушакова,4.0,30.0,,3.0,10.0,1995.0,1 совмещенный,Косметический,28000.0
1867,https://www.cian.ru/rent/flat/263827006/,Тропарево,22.0,47.5,,6.0,16.0,2011.0,1 раздельный,Косметический,46000.0
1868,https://www.cian.ru/rent/flat/274905312/,Кантемировская,4.0,37.0,18.0,8.0,17.0,1998.0,1 совмещенный,Косметический,33000.0
1869,https://www.cian.ru/rent/flat/274489473/,Киевская,7.0,35.0,18.4,1.0,10.0,1967.0,1 совмещенный,Евроремонт,50000.0
1870,https://www.cian.ru/rent/flat/274686294/,Молодежная,2.0,45.0,,6.0,22.0,2018.0,1 совмещенный,Евроремонт,75000.0
1871,https://www.cian.ru/rent/flat/274644218/,,,37.0,20.0,10.0,16.0,2009.0,1 раздельный,Косметический,23000.0
1872,https://www.cian.ru/rent/flat/275867151/,Покровское,8.0,36.0,18.0,11.0,12.0,1974.0,1 совмещенный,Косметический,30000.0
1873,https://www.cian.ru/rent/flat/275759807/,Ховрино,1.0,33.0,,4.0,30.0,,1 совмещенный,Евроремонт,65000.0
1874,https://www.cian.ru/rent/flat/275869514/,Филатов Луг,12.0,36.0,18.0,1.0,17.0,2008.0,1 совмещенный,Косметический,33000.0
1875,https://www.cian.ru/rent/flat/275798864/,Лухмановская,3.0,40.0,19.0,22.0,24.0,2007.0,1 раздельный,Дизайнерский,38000.0
1876,https://www.cian.ru/rent/flat/275249947/,Домодедовская,5.0,38.0,20.0,24.0,24.0,1996.0,"1 совмещенный, 1 раздельный",Евроремонт,40000.0
1877,https://www.cian.ru/rent/flat/272542468/,Люблино,17.0,31.0,,14.0,17.0,2019.0,1 совмещенный,Косметический,87000.0
1878,https://www.cian.ru/rent/flat/275668786/,Сходненская,60.0,33.3,13.3,13.0,16.0,2018.0,1 совмещенный,Евроремонт,29100.0
1879,https://www.cian.ru/rent/flat/243207995/,Сухаревская,4.0,54.0,25.0,2.0,3.0,1883.0,1 совмещенный,Косметический,55000.0
1880,https://www.cian.ru/rent/flat/253699842/,Коптево,15.0,32.6,17.0,3.0,5.0,1959.0,1 совмещенный,Косметический,40000.0
1881,https://www.cian.ru/rent/flat/274128329/,Селигерская,4.0,38.0,20.0,5.0,21.0,2018.0,,Косметический,65000.0
1882,https://www.cian.ru/rent/flat/273394526/,ЦСКА,10.0,33.0,,5.0,15.0,2017.0,,Косметический,65000.0
1883,https://www.cian.ru/rent/flat/270878270/,Окружная,2.0,18.0,,3.0,6.0,,1 совмещенный,Дизайнерский,35000.0
1884,https://www.cian.ru/rent/flat/245376463/,Люблино,19.0,38.0,20.0,3.0,5.0,1966.0,1 совмещенный,Косметический,25000.0
1885,https://www.cian.ru/rent/flat/273350750/,Улица 1905 года,10.0,43.0,25.0,32.0,44.0,2018.0,1 совмещенный,,95000.0
1886,https://www.cian.ru/rent/flat/275649254/,Шипиловская,5.0,39.0,21.0,7.0,12.0,1977.0,1 раздельный,Косметический,38000.0
1887,https://www.cian.ru/rent/flat/270754861/,Домодедовская,11.0,44.0,17.0,10.0,20.0,2018.0,1 совмещенный,Евроремонт,70000.0
1888,https://www.cian.ru/rent/flat/228031523/,Бескудниково,10.0,37.0,18.0,7.0,16.0,1978.0,1 совмещенный,Косметический,28000.0
1889,https://www.cian.ru/rent/flat/271774950/,Тургеневская,5.0,24.0,17.0,3.0,3.0,1906.0,1 совмещенный,,75000.0
1890,https://www.cian.ru/rent/flat/272285498/,Раменки,,38.0,,2.0,23.0,2007.0,1 совмещенный,Евроремонт,65000.0
